	Id	Text	Label
15636	17092116_gab	ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else	hatespeech
12685	1203891739854962688_twitter	especially helping the refugees where to even begin this is so sad i don ’ t want to look	normal
1899	1179101736923013121_twitter	<user> the bidens need to sue your butt for slander and harassment you have gone way too far this time rudy justice is coming your way soon	normal
19022	4059291_gab	allowing refugees into your nation is like allowing rabid foxes into your chicken coop it does not make you caring it makes you an asshole	hatespeech
6270	1178110624905224192_twitter	shoutout to all the dykes out here still fucking niggas	hatespeech
14516	13968899_gab	no this is retarded and i am not interested in exploring it further it beyond a waste of time to put words in peoples mouths when there is no evidence whatsoever that there is any merit to said word putting it neither rational productive nor in good faith	normal
1008	1179077962672459776_twitter	<user> i am just sad that i as a white person apparently no longer have the right to trespass a black person domicile and stand my ground and murder them in cold blood 😢 what is this country coming to	normal
13497	1243708322223661057_twitter	thoughts on day whatever of quarantine women in dog shows all look like amy klobuchar send tweet	normal
20010	9461782_gab	that like saying the british wanted a deluge of asians arabs and muslims in an already crumbling under resourced nation and now we must watch as they take over germans have been persecuted and subjugated since wwii and have obeen cowed by jews as unwarranted punishment it not their fault	offensive
15216	16040402_gab	fuck off faggot	offensive
16664	20007366_gab	yup <user> he a major retard he also a liar because based on this his son likely is also retarded yet he did not kill himself	hatespeech
12277	1183533104113373184_twitter	<user> i fucking hate you jim	offensive
13926	12675441_gab	<user> why do you talk just like a muslim from gaza	offensive
14271	13289279_gab	<user> holy fucking shit jizzy you look like mark cale i am fucking confused are you <number> or <number> are you just a retard or a window licking anus tickling retard	offensive
9148	25730290_gab	tfw how the daily stormer protects a spic like he some kind of god	hatespeech
8138	1179074290752397315_twitter	<user> ah the redneck revolt kids aka communists	offensive
14618	14355196_gab	rocketman savage <user> the man just arrested at the <user> for threatening to kill all white cops was an obama supporter he posted this photo on his facebook michaelarega <time> <date> <number> <number> <number> replies <number> <number> retweets <number>	normal
538	1179077035249061888_twitter	how many times do we have to tell you all that being latina is not a race lol she was saying nigga hard af on her ig i said she said i mean i am latina i said but you are white lmao	normal
18407	26426645_gab	white trailer trash lol how many baby mommas does he have and he has what a <number> year old son and a <number> year old yeah ghetto trash	offensive
7454	1179103946037530624_twitter	<user> <user> are you of the thought that a beaten woman is deserving if she provokes her partner or that women by wearing skimpy clothes provoke and deserve to be raped provocation is no excuse	normal
6059	1178849118577254401_twitter	<user> <user> how are you not <number> lbs by now 😱 they all look so good ♥️	normal
16676	2004278_gab	<user> man that sucks well at least it too cold for spearchunkers there what about the sand swoogys aka arabs	hatespeech
10142	10562645_gab	so we absorb korean refugees after we annihilate nk seems to be the norm lately trump news cuckville	offensive
3880	18538260_gab	<percent> of bands replacing frontmen are epic fails stp without scott will be ugly the only success i can think of offhand is van hagar sammy was way better than that kike roth	hatespeech
13019	1218004108977696768_twitter	<user> so many women do sad	normal
1851	1179103190740094977_twitter	also the conflation of immigrants with minorities is misguided it something the right does that the left should avoid	normal
9590	17610820_gab	royal wigger took his monkey to brixton ghetto today for a visit to a nigger radio station white briton homeless can wait harry the humanitarian does not have time for them diversity takes priority for harry the halfwit megnog trying to play shy and demure was nauseating trashy stripper	hatespeech
13528	1246637691262943232_twitter	covid <number> is ghetto af 😭	normal
19557	697906695239028736_twitter	silent ive learned a lot in my life corn can be white red amp sometimes blue mars takes about <number> years to get to and you re the biggest retard	offensive
59	22421440_gab	if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life	hatespeech
1111	1179027386492428288_twitter	<user> the labelling of other has a long history and us almost always a slide to internal or external war christian muslim ccommunist jew homosexual hutu tutsi serb simplistic labels dont help and the real trouble with brexit is that it has clarified which other we are	normal
5741	1179014612340985856_twitter	<user> its about illegal immigrants as apart of national security this has to be done india is not a refugee home for illegal immigrants	normal
8400	1179081219587366913_twitter	<user> <user> <user> <user> <user> and here comes the foul mouth he said you could if you were rich billie raped two women paid 8 5 1 k for assualting another one	normal
12203	1180520834693304320_twitter	<user> said nazis look cool pretty much	normal
6769	14450658_gab	not that we did not know before but the times are reporting the police did cover up the moslem rape gangs in rotherham they probably took part in them if you ask me of course silence from the pedo at the bbc this morning	hatespeech
19133	4589525_gab	we need to start making right wing propaganda depicting homosexuals and arabs as villains though not just because they belong to those groups we need to be a smidge more subversive the infotainment medium alone will wont cement the glorious winning	offensive
7807	1179067766352961537_twitter	<user> but there are illegal aliens so f ny	offensive
49	1178715715299352577_twitter	catch woahs and pull hoes	normal
1706	20338528_gab	usurper moslem fraud usurper	hatespeech
3417	19708776_gab	black history month on <date> african american oj simpson brutally murdered mudshark nicole simpson and jew ronald goldman a black jury acquitted him and black america rejoiced	offensive
3838	1165357230327250945_twitter	we can not break for these hoes g code	offensive
13858	1264476527552389123_twitter	<user> eid is only for muslim u idiot shut the fuck up with ur exmuslim	offensive
8329	14047260_gab	listen to this fat bull dike liberal try to make a joke so sad liberal went out of style overnight	hatespeech
323	14968030_gab	<user> we work several days out of your year to support the illegals kids and nigger babies in those government schools which is why i am a big advocate for homeschooling responsible white parents should never allow their kids to attend these institutions	hatespeech
16363	19055816_gab	we must secure the existence of our people and a future for white children before its too late	normal
19264	5317564_gab	i want to know what the refugees have been told about where they are going my suspicion is that soros filled their heads with fake news of free houses free money fresh new mosques and blonde infidel women just waiting to help them in times of sexual emergency politics news	undecided
7484	10688848_gab	<user> the currynigger racetraitor i hope you get raped in public then covered in feces stating hopes and dreams especially violent ones is protected speech	hatespeech
8571	7766173_gab	insanity but the millennial fools will suck it up yeah little white suburban snowflakes females go fuck a nigger for equality lmfao fools die	hatespeech
8997	1143281417217908737_twitter	<user> <user> wow sexy legs lady in black pantyhose and black heels	normal
19120	4564792_gab	as usual the left has gone berserke re muslim ban yes its not fully inclusive but it addresses the country that the refugees are coming from hence why it is temporary trump will organize everything including the vetting process and maybe open it again trump maga	offensive
8034	23417113_gab	claims intelligence posts headline from drudge run by a faggot kike hillary lover your a shill parody of yourself q qanon maga shills	hatespeech
7606	1178489668838535169_twitter	mfs called me boujee and told me i talk like a white girl 🙄 sorry your ghetto ass does not know proper english and have zero class	normal
13467	1242060900309372929_twitter	<user> hopefully they are kept out looks like just a bunch of men they aren ’ t refugees	offensive
656	14035101_gab	non white and kike we are coming for you a white revolution is on its way	hatespeech
7680	1179074303444185088_twitter	<user> <user> <user> the non prejudice blacks will give em his props the prejucidice blacks will say he doesnt belong in the culture when what the culture needed was a white following and he delivered pay respects	normal
18835	2908903_gab	never forget if hillary had won legions of third world migrants would have been imported the horrific crimes and social breakdown we see in germany would have been repeated in the us and women would have suffered the most maga trump	normal
2575	6303117_gab	nigger i g g e r	hatespeech
4928	27295086_gab	it is funny how the progressives go so hard after every christian about their beleifs on homosexuality but conveniently overlook the horrendous amount of abuse and outright hate crimes and killings of gays in many moslem countries and controlled areas	normal
14702	14575863_gab	so when are you and cyph going to move to africa to make beautiful black babies what oh you need the white man to provide the first world life style blacks are incapable of providing you want to live among whites but hate them at the same time hm	offensive
19217	4975691_gab	if the moderate liberal left will not denounce violence created by far left anarchists who have attached their band wagon to the progressive platform they deserve everything they get when violence is all you have left you have lost the argument riotingisdomesticterrorism	normal
15736	17382306_gab	imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.	hatespeech
4670	1178728995967291392_twitter	hot take asexuality is the absence or lack of a libido and is not inherently queer you can be ace and straight	normal
17110	21755943_gab	i think what we have learned in the last <number> years is it extremely dangerous to have women voting and holding governmental positions they are so sensitive to not being liked being uncaring insensitive racist etc they are manipulated with relative ease by satanic nation destroyers	hatespeech
19775	8265665_gab	mr president if police cant find militants of isis look for them at jewish households jews are the leaders of the movement <user>	normal
5517	15130719_gab	i almost went on holiday to amsterdam this year but with the muzzie invasion just did not feel safe doing it now i am grounded and only drive wyoming here i come this spring summer	hatespeech
10007	1145961984325799936_twitter	hmhmhm now i can not pay off rent for a few more months mumbling to himself he d toss a shiny jewel into the air before catching it	normal
10373	1080140826175594496_twitter	<user> button it then 😂 😂 😂 😂 😂 your boy is a fucking retard jose there a name for you lad	offensive
15205	16017904_gab	the refugee resettlement immigrant aid agencies need to be relentlessly exposed starved of funding asap boycott their sponsors get the next congress to freeze them out i will post on this tomorrow	normal
6869	11776825_gab	i love the gab community my favorite gabbers are the ones who yell nigger every chance they get	hatespeech
4419	1162788017817493506_twitter	my coworker said i am way too nice to these hoes i said i am a gentleman	normal
6834	1178779650434256896_twitter	<user> they deleted it right after lol then blocked and unblocked me why u defending trailer trash so hard	normal
6582	1178739630302216193_twitter	<user> i adore the plump all white one reminds me of one of my boys <happy> i tried one of those kobo sp dog treat dispensers and my lot just ate through it to get at the treats lol love how happy they all look x	normal
18426	26495505_gab	i am sure tricking the icelandic people into accepting fighting age male muslim refugees that israel and saudi arabia will not accept was the first order of business what a setback for iceland	offensive
17220	22146626_gab	hp sucks just bought a new laptop and it randomly boots me from the internet the only support they have are sand niggers in india no way are they getting access to my computer save your cash this company is selling junk	offensive
2917	1179080109967282178_twitter	<user> do they all look different or just any ol pebble are you easily offended	normal
8234	1179069130126827521_twitter	oh they found the white bitch guilty surprise surprise	offensive
404	1179088733636685830_twitter	you are banned remember white boy	normal
11044	1110069233860268032_twitter	if your humor is based on racism homophobia sexism and rape you ’ re not fucking funny go home	normal
19207	4880030_gab	i retrospect it pretty obvious to see that obama is pro muslim if not a muslim himself he stabbed israel in the back tried to give millions to the palestinians and literally gave iran pallets full of money to help them further there nuclear and missile program	offensive
6321	1179101261859377153_twitter	hello wombat today is going to be great with a small helping of queer never forget that you are a wiz kid who will win the day you will celebrate in avalon with bloody marys and sushi or so a little bird told me	normal
18654	27387938_gab	all jews in senate there <number> who have dual citizenship it would be no whites or non jew in gov read protocols of the elders of zion	offensive
1399	1178782596064407552_twitter	ching chong vibration	hatespeech
13658	1254453676090863617_twitter	<user> <user> at this point i think you ’ re just looking for an excuse to look at more gay porn 😝	normal
7325	17188770_gab	i found a hasbara kike everyone	hatespeech
18863	3051248_gab	<user> why would you automatically associate the will to welcome refugees and the indifference to rape outside of your dogmatic juice this correlation makes no sense at all you are only showing your preconceptions and small mindedness by bringing the refugee issue on a false rape topic	normal
17923	24536498_gab	my being a highly educated exemplar equipped with an exemplary mastery of english i call this fucking piece of shit a fucking feminist bitch cunt what do you call it	offensive
19483	6557827_gab	globalist traitors me the capitalists are the globalists pal from reagan and thatcher to bush i clinton bush ii and obama i have been consistently against it my entire life for actual socio economic reasons not this retarded immigrant xenophobic it all started happening with obama nonsense	offensive
5887	14025455_gab	such a cute story and hot on the heels of wolfenstein <number> the nigger colossus	hatespeech
6484	1081685508626022400_twitter	a lot of white men from texas are currently offering unsolicited coaching advice to their significant others colts texans	normal
12618	11986515_gab	altretard this tag ironically describes all of you cucks that worship vox why do not you grow some balls and become pro white instead of anti white anti free speech you must all be a part of <user> and <user> pedo ring	offensive
4580	19613965_gab	have some porn sand nigger	hatespeech
19802	8445749_gab	sand niggers thats why so many blacks are muslims	hatespeech
14852	15076509_gab	no democrats do not want them to assimilate as proven by their actions after the civil war right up to today where they make sure blacks are in ghettos like chicago and no where near them does obama live in the a black hood did not think so	offensive
11492	11397937_gab	christianity role is historical protector of the jews it has afforded the tribe the time and space it needed to prepare white genocide teamwhite	offensive
8502	1170122089707139072_twitter	i had a long week so i just want to dress like a hoe and get drunk will that dream become a reality stay tuned	offensive
11081	1111990755927691274_twitter	<user> <user> keep running to russia you nazi sympathizer	offensive
5129	1178916897435205632_twitter	need someone to come see the gay clown movie w me i can not see it alone again	normal
17725	23875324_gab	the <number> enemy of white south africans isnt niggers it their insane belief in the jewish bible for whiteskin idiots	hatespeech
1187	19513796_gab	other than ted bundy i have never heard of a violent criminal voting republican republicans should be doing everything in their power to keep felons from voting and if kike judges make that impossible keeping felons in prison imo republicans advocating for muh prison reform is political suicide	hatespeech
15219	16044649_gab	who does the <number> inch shoulders hipster faggot remind you of and yes he obsessed with yoga see pic <number>	offensive
1874	27770061_gab	<user> yo ur fav niglet prom date	hatespeech
7471	1178362173258715137_twitter	<user> i watch fox entertainment i read the national enquirer and the globe magazine can not find anything criminal trump has done all other news outlets are is fake news said the uneducated trailer trash republicans	normal
13970	1270582964418514944_twitter	<user> we counting women too	normal
6070	14104154_gab	ah i see the nigger that sucks nigger anus is still around i thought you had killed yourself too bad i was wrong 😔	hatespeech
18084	25075379_gab	tbh dogs matter more to me than islam political ideology marxism communism libtards nazi nationalist socialists 🙏 ✝ ️	hatespeech
12398	1188264882996727809_twitter	<user> i hate you for ignoring me trying to bully you on ig 🤷 🏾 \u200d ♀ ️	normal
10087	10312454_gab	the jews taught whiteskins that reality is a word game and the way you win it is to misrepresent it as brazenly as possible this usually means reversing reality with brazen chutzpah redundant you invert reality you gaslight suckers and you mock normals you keep this up for decades	hatespeech
679	1089761766823940097_twitter	gonna get some nasty ass niggers to set fire to this neighborhood	hatespeech
7258	1178242529927614464_twitter	imagine thinking that <user> is a homophobe because he said faggot once lmao could not be me	normal
3536	1178662130163290112_twitter	i should have let an old man white man work on my car from the beginning instead of letting these niggers and spics play under my hood	hatespeech
12115	11769504_gab	you and vox are so stupid it literally amazing his entire argument is anglin and his followers are fake and repeatedly throwing around retard intellectual no wonder you like blacks they are on your level <user>	offensive
2549	14791699_gab	a radical islamic terrorist murdered <number> people using a truck jim jones murdered <number> people using kool aid <number> <number> muslimes murdered <number> by crashing planes into twin towers and pentagon a message to the democrats shat heads leave our guns the hell alone	hatespeech
14668	14520036_gab	do you honestly think it even remotely possible to vaccinate everyone what about homeless people and illegal immigrants that are not on the books	normal
2560	15990803_gab	astute analysis an internal kike war while maintaining the destruction of the goyim only the seed of satan could manage such a task	hatespeech
10823	1098753368942616577_twitter	<user> from <number> m illegal aliens and <number> m dead people 🤡	normal
1346	1178697867856248833_twitter	<user> dude wtf you put towel head over me	hatespeech
846	15919557_gab	has the half nigger got another lurker account	hatespeech
10850	1100169050049691648_twitter	<user> please help us and help our children the lraqi refugees waiting in turkey standwithiraqirefugees	normal
5291	26085219_gab	after the disaster of huessin anyone that votes for a mooslime is a traitor to america mooslimes should not be allowed to run for american office much less even be here 😠	hatespeech
19662	7633989_gab	madonna charlize theron mariska hargitay joely fisher tom cruise and nicole kidman steven spielberg and kate capshaw jillian michaels mary louise parker sandra bullock angelina jolie and brad pitt have you ever seen a shade of brown adopt a white baby where do the white babies go	offensive
5201	1177931546822680576_twitter	<user> idk if i am annoyed or sad for her self esteem honestly 🤦 🏽 \u200d ♀️	normal
3949	27758571_gab	only when middle school girls drive dykes to the nuthouse underage shitskin rapists get their ids protected	hatespeech
1332	1188562053650407424_twitter	this is fucking twitter you will never see these niggas irl get over yourselves	normal
7521	16120519_gab	the only good nigger is a dead nig oops there are no good niggers	hatespeech
7560	1179104713356320768_twitter	love getting fucking condescended to by the cis telling me im reductive and need to calm down bc i simply mentioned to a largely queer qnd inclusive group of ppl that certain devs are transphobic so they could save their money and said cis wouldnt let it be	normal
3855	19900230_gab	filthy kike matt drudge throws in his two sheckels	hatespeech
11936	1169318641415917568_twitter	<user> she was fine until she said ghetto she tried it she rly did	normal
11364	1124072347944804354_twitter	a muslim who plants a tree or sows a field from which man birds and animals can eat is committing an act of charity ” muslim	normal
8074	13441576_gab	whats a <number> year old nigger doing on campus	hatespeech
15768	17426587_gab	zojuist gab geïnstalleerd naar aanleiding van de nieuwe duitse wetgeving we moeten niet lijdzaam toezien hoe onze hard bevochten vrijheden worden afgenomen	normal
14164	12944913_gab	unspeakable crimes to christians women and girls especially	offensive
15374	16439941_gab	i respect the arabs who kill jews in your case you say your ancestors are christian so that explains why you are a zionist puppet	hatespeech
3850	1179066143794794497_twitter	<user> <user> amen i will put my <number> cents in and help as well the intersection of veganism women hip hop music and islam in sneaker culture	normal
12029	1173430581868318720_twitter	shaking ass is considered goofy now whew chile the ghetto 🥴	normal
2316	22648954_gab	after the nonwhites were purged which of course included jews america made its cities great again some cities chose to add a tomorrowland so that they could always look positively toward the future tomorrowlands were put where the nigger ghettos brown towns used to be alt right fan fic	hatespeech
1440	1173759037822898178_twitter	you all still be cuffing the hoes tho so	normal
12494	1192950428088098816_twitter	<user> wonder if they are up for flooding the country with jews instead of muslims bet they arent	offensive
17118	21772282_gab	with moderate muslim friends like these tommyrobinson speakerscorner	normal
4649	9799561_gab	fearless trump records 2 3 rd stock market high up <percent> since election nation you benefiting greatly in usurper ohell 1 st term hiring his harvard egg head buddy stock market never reached a new closing high godless dems mussie ohell suck seth rich saved u from beetch <user>	normal
6619	1178941010560217088_twitter	<user> what about kahmiri hindu pandit when this kashmiri muslim genocide in <number> <number> milion hindu pandit migrant still spend their life as refugee <number> hindu pandit kill many woman rapped by kashmiri muslim	normal
16921	21048577_gab	net is in a fight with american jews he not into the immigrant agenda so they are trying to get rid of him	hatespeech
3242	1178907417305845760_twitter	go ona bitch page and you see her her boo ight click the nigga page and crickets cold world 💀	normal
12819	1209535003916427266_twitter	<user> being gay is apassive aggressive form of hetrophobia	offensive
10239	1075774438279282690_twitter	<user> naseeruddinshah is right and should preach this to rohingya muslims who desperately seeking shelter in intolerant india	normal
10803	1097915254724542465_twitter	<user> lmao bitch retarded tryna call us broke bitch you got finessed 😭 😭 😭	offensive
18247	25803928_gab	inherent in inbreeds which is nearly all moslem shite	offensive
3582	26562962_gab	this is a great example of a fake white who would be willing to sell you out to the moslem just because you do not agree with him even if you are white traitor	normal
5993	26434464_gab	loved 7 0 comedy you could say nigga paki and be lazy and chase women with big bristols and john and larry were the brighton element	offensive
5265	23316682_gab	why did you delete my replies are you afraid of the truth you dirty wetback <user>	hatespeech
3567	1178914169426305024_twitter	<user> <user> speaking in tongues is not bullshit it cured world hunger eradicated disease and saved millions of kids from being raped and murdered oh wait	normal
2878	19865503_gab	lol that for sure deborah only <number> nigger days left	hatespeech
17673	23732267_gab	i challenge all jews on gab to discuss with me the false system of the jews if you have balls that is	offensive
15154	15914684_gab	lemme get this straight the holocaust was a hoax because hitler who most famously known for hating jews was backed by jews you all have to be fucking retarded to believe this shit	offensive
8914	1178845692007075841_twitter	white men freak me out they all look alike and im just absolutely terrified that my whole life all of these famous guys have just been one man wearing various styles of facial hair and i literally would never be able to tell	normal
4235	1178704304510779392_twitter	when i met my nigga he wasnt clean cut but he was still fine baby this nigga lined himself up the other day and almost got mf raped	normal
17218	22130807_gab	are white people allowed to have their own countries should asians be able to move to any white nation they like and open pho shops and nail salons	undecided
1477	19399094_gab	i grew up an hour away from niggerdelphia wm penn would be appalled that the city of brotherly love has turned into a nigger shithole	hatespeech
6306	1179094042023485441_twitter	<user> he wanted to call people retarded but ended up being the one with mental problems	offensive
8535	1179073895548309505_twitter	lil nigga do not jump in that water cause this shit deep	normal
3873	13127370_gab	thornton heath croydonistan has been transformed form a nice middle class suburb into a shit hole of black gangs drug dealers moslem scum recent arrest connected to parsons green cultural enrichment has made uk hell needs to be cut out like the cancer it is	hatespeech
8262	1178802717734690821_twitter	<user> it do not matter bitch you still selling pussy trash ass how	offensive
11478	11357038_gab	shows how coopted white reps are izrael is never flooded with refugees	offensive
6800	9248353_gab	as to the moslems do your homework there are no moderate adherents of islam and its shariah law the only good moslem is an apostate	normal
10619	1090145948280459264_twitter	<user> <user> shut up retard im going to sleep dont do anything dumb	offensive
5972	10328560_gab	thinking about creating a based nigger in a trump hat twitter account just so i can get a shit load of followers fast then act like i just discovered the jews are up to some real shit see whose side the normie conservatives take lol	normal
16237	18648259_gab	source tells utt training video for super bowl security tms shows white females as suspicious persons somali muslim as pass holder with access to secured areas when u believe islam is not the problem this is what u get shariakills maga banislam bansharia <user>	undecided
4906	1178991427943976962_twitter	what up faggots	normal
18341	2622285_gab	wish this neighborhood i live in wasn t overrun with wannabe thugs milling around on the street being annoying on purpose insects and immigrants from third world countries who immediately become depend on government distributions the only decent ones are the mexicans the rest do not contribute	offensive
16026	18073241_gab	if someone comes to america legally but then loses their rights after commuting crimes which keeps them incarcerated in american prisons should not they also be deported since they are not protected by the constitution why fill up prisons with immigrants who did not come here for a better life cleanprisons	offensive
16337	18982448_gab	no worries lol i am so bad at math i did not even read the chart i just looked at the conclusion was like my ghetto math skills of <number> <number> of a few million that ain t right p	offensive
6553	1179037465899716608_twitter	okay that shower scene was pure gay energy there is literally no heterosexual explanation for this harringrove stranger things	normal
18967	3756470_gab	<user> now it is a democrat ghetto that they are hiding	normal
19149	4629273_gab	dear susan rice why would or should we believe your tweets about the refugee ban when your department and administration caused the refugee crisis in the first place better yet when are you going to say climate change was caused by a conservative video skeptical of climate change protests	normal
379	20126138_gab	you are the epitome of stupidity you could not beat the kike vermin alone last time so this time your goal is wait for it to fight the kike vermin alone again and lose again you have the strategic sense hitler did moron	hatespeech
18547	26984655_gab	walk my dog where i want you shitskin cunt	offensive
565	1179030162110730240_twitter	wasn t i stupid to think that a relationship would give me some form of relief you are not giving what i seek n i am shutting down already i am not going to pursue or chase cus that not what a women does	normal
3497	25470749_gab	most of the violent muzzies are inbred retards with iq of <number>	offensive
17756	24004967_gab	standup purity spiraled iself into a singer songwriter ghetto so that talented performers like a bob hope are not considered real comedians cause they paid other ppl to write jokes for them	normal
14489	13910153_gab	math algebra reason the work ethic the nuclear family all halloween costumes and all white people in general are racist so yes count me in metoo	normal
13086	1220886994022211591_twitter	i ’ m not boutta let bts be some backup dancers for this islamphobic fuck please get them off that stage	offensive
13278	1232423614416347136_twitter	people on twitter are retarded lol that squad is never getting a result against that bayern team but yes it ’ lampard ’ fault	offensive
10763	1096808482769195010_twitter	<user> and everything everything book movie i ’ ve watched crazy rich asians yesterday amp i loved it	normal
1587	1179065625626460162_twitter	<user> <user> <user> <user> i pity for you you know nothing how hundreds have dies fighting terrorists they are just like japanese people who raped your women and murdered your men i think you forgot how evil people can get bye	normal
7005	1178706099786190850_twitter	i really be wanting these niggas to know i am not the guh for queer baiting	normal
15254	16089593_gab	i despise the muslim world in general and all its sandnigger varieties but the collapse of the anglozionist empire is something that europe and the middle east could and should work together on if given the chance	hatespeech
12092	1176201397831983105_twitter	<user> <user> what does the bible say about domestic violence	normal
12709	1205180464912388098_twitter	<user> i hate you hold dis block	normal
4048	14855841_gab	lol i know about disproportionate black on black crime the reason i act dismissive with yall because you have no intentions of having a dialouge all yall do is just say nigger <number> times a post and bitch and whine uneducated faggotry from you all mouths	offensive
13532	1246664039872319488_twitter	i been a bad bitch	normal
7598	1179078651029151746_twitter	<user> hey you socialist cocksuckers make sure you protect all of the little limp wristed left wing faggots from mean scary words	offensive
3856	23591171_gab	normie will not approve of his kike gassing platform but straight ticket voters gonna straight ticket which is usually enough to win	hatespeech
1744	1178782608014106631_twitter	i think we should start calling racist white people niggers random	normal
2047	12196228_gab	fuggin beaners lol	hatespeech
8391	1179098202282369024_twitter	yes i live in texas and no i am not a damn redneck	normal
12384	1187305859602407424_twitter	<user> <user> yep they are borderline retarded	offensive
3042	1178754672355618822_twitter	this nigga austin smoke w his little work faggots everyday but never has a wood to match or anything niggas a weed mooch	offensive
9992	1178329565330132995_twitter	flying with a bottle of messina hof red in a suitcase full of white clothing we are about to find out how much karma has in store for me	normal
10298	1078078835026001920_twitter	<user> <user> i do not hate you either	normal
8745	1170331481966862336_twitter	get you a nigga that gives you wam wam is walk around money stop fucking with the local jokers	normal
6997	16639230_gab	thanks linus and you are the only oven dodging kike i follow	hatespeech
3286	1179060921219444737_twitter	<user> <user> <user> 😂 ya u give him chocolate and send him home he will be sent again with same mindset because deep down someone jihadi mindest told him ur fighting for azzadi such a shame brainwashing child for these things they just detain them simple	normal
9478	1179082470588915713_twitter	as i have said before it is no different than the grievance for profit business model of fox news it attempts to seize on a collective white resentment and weaponize it all in the name of profit while ignoring all responsibility for what it shovels out onto the world	normal
12626	1199796056525082630_twitter	white people complain about homophobia in the middle east just to fuel their islamophobia they literally don ’ t give a shit about gay arabs	offensive
15762	17414677_gab	if this is not a strong case for arranged marriage for libtard white women then i do not know what is majority of leftard white women that marry immigrants are the dumbest bitches on the planet leftard women should have their marriage rights abolished only have arranged marriages to white men	undecided
3245	1179093930551328768_twitter	<user> a hindu refugee is different from a muslim refugee because a hindu looks at india as his saviour the only majority hindu country in the world where as there are umpteen muslim and christian countries in the world for a muslim	normal
1578	18948105_gab	you are officially a nigger or jew or oven middle class if you use the phrase white trash	hatespeech
10444	1082831291819745281_twitter	<user> i would kike to meet	undecided
16	1084835380619300864_twitter	italian niggas call they dick the poozingi	normal
705	1178689835193819137_twitter	you are definitely a stud you just do not have that masculine aggression that dykes have honestly you are giving me major stem vibes you are just too much of a sweetheart to be a dyke oh how i love unsolicited opinions time to kms 🙃	offensive
18817	2811166_gab	<user> the altright is a collectivist identitarian movement that is somewhat analogous to white nationalism it asks for ethnically or racially monolithic nations such as japan israel etc	normal
5157	4849842_gab	that unfortunate the dancing jiggaboo with the tambourine was pretty entertaining	hatespeech
10382	1080488622065885186_twitter	<user> although i do not condone the use of that word we were sand n word so relatively arabs can say it i just do not see the necessity	normal
5994	19848971_gab	hope it was a short flight and you did not have to sit near the nigger too long	hatespeech
8563	1178869929250054149_twitter	<number> sacks <number> fucking goddamn sacks are you fucking kidding me you fat retarded mongoloids better protect that goddamn soulless ginger jesus fucking christ <user> get your shit together	hatespeech
17145	21860763_gab	fucking immigrants immigrants as far as the eyes can see	offensive
17279	22311813_gab	heh i have to agree with libs for the wrong reasons i think africans and arabs all turning gay and dying of aids would be a net win	hatespeech
3244	1179104129156706305_twitter	<user> <user> i hate you all	normal
11349	11230703_gab	your future brought to you by jewish israeli cia rothschild rockefeller soros etc petrodollarwar let south africa be canary in the coal mine for all white civilizations there is a onslaught against white nations worldwide dontvotegoyim openisraeliborders	undecided
17240	22200396_gab	from a moslem group in the usa who have links to terrorists cheeky rag heads	offensive
3232	1106165429700046853_twitter	you betta go get my money lil bitch i gotta stack whore i can go str8 for the flush or kiss it off the backboard 🦊	offensive
11213	1116934175196626944_twitter	<user> uk is becoming a nazi state 👎 👎 👎 👎 👎 👎	offensive
10716	1094597233109073925_twitter	<user> she has her head all the way fcked up bro 😅 like this bitch really out here stunnin for some fckin clout	offensive
18614	27275629_gab	on the one hand i had to mute <number> or <number> faggy nazi accounts and on the other hand i have to fight mosquitoes outside this morning not sure what the most annoying	offensive
8941	15826491_gab	i always thought that nailing chicks age <number> when you are in early 3 0 is like an accomplishment minus the gook part but not casting aspersions	hatespeech
16077	18200598_gab	this cathocuck literally argues that to be a good christian you need to be a cuckold ok folks no more making white babies go to the nearest ghetto and adopt a dindu you heard the man cuck schmitz email <email>	hatespeech
7017	1178884879049560064_twitter	systemic culprits for decades students people in ethiopia from eritrea were labeled as destitute immigrants in <number> bbc tigrigna tdy	normal
14112	12821267_gab	they send their best and brightest to europe and america for education obviously becuase they sand niggers and gooks have the best universities and are oppressed by the evil white man learning institutions it is our learning institutions that oppress the brown nigger people	hatespeech
8706	1178736864485937155_twitter	if i hear one more straight white boy say faggot or the n word	normal
5497	1178608135310921728_twitter	<user> lol keyboard warrior what happened you actually decided to read the kirk propaganda and felt armed throwing a homophobic slur at me is no insult only insecure closet gays like you think queer an insult 🤡 🤡 🤡	normal
7405	1179075463920148481_twitter	<user> <user> <user> <user> in the newspapers the guy used a samurai sword school attacks with samurai swords are really specific morné harmse white nerdy terrorist killed african people anton lundin pettersson white nerdy terrorist hate crime adam lanza white nerdy terrorist sexism	normal
13626	1252609725826347008_twitter	<user> sweetheart this is beautiful i wanna be part of cool asians so bad 🥺	normal
